Kontener{masa=788, producent='COSCO', towar='Telefon'} Poziom: 0 Kolumna: 0 Pozycja: 0
Kontener{masa=7451, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 90 Pozycja: 17
Kontener{masa=7451, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 90 Pozycja: 18
Kontener{masa=7451, producent='Evergreen', towar='Kwas'} Poziom: 1 Kolumna: 90 Pozycja: 19
Kontener{masa=689, producent='Maersk', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 90 Pozycja: 20
Kontener{masa=233, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 90 Pozycja: 21
Kontener{masa=996, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 90 Pozycja: 22
Kontener{masa=709, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 90 Pozycja: 23
Kontener{masa=258, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 90 Pozycja: 24
Kontener{masa=2061, producent='CMA CMG', towar='Farba'} Poziom: 1 Kolumna: 90 Pozycja: 25
Kontener{masa=708, producent='Matson', towar='Komputer'} Poziom: 1 Kolumna: 90 Pozycja: 26
Kontener{masa=839, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 90 Pozycja: 27
Kontener{masa=613, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 90 Pozycja: 28
Kontener{masa=196, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 90 Pozycja: 29
Kontener{masa=909, producent='Swire', towar='Komputer'} Poziom: 1 Kolumna: 91 Pozycja: 0
Kontener{masa=922, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 91 Pozycja: 1
Kontener{masa=45, producent='Maersk', towar='Komputer'} Poziom: 1 Kolumna: 91 Pozycja: 2
Kontener{masa=878, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 91 Pozycja: 3
Kontener{masa=2953, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 91 Pozycja: 4
Kontener{masa=421, producent='COSCO', towar='Procesor'} Poziom: 1 Kolumna: 91 Pozycja: 5
Kontener{masa=731, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 6
Kontener{masa=754, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 91 Pozycja: 7
Kontener{masa=305, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 91 Pozycja: 8
Kontener{masa=2519, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 9
Kontener{masa=7450, producent='CMA CMG', towar='Kwas'} Poziom: 1 Kolumna: 91 Pozycja: 10
Kontener{masa=7450, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 91 Pozycja: 11
Kontener{masa=7449, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 12
Kontener{masa=7448, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 91 Pozycja: 13
Kontener{masa=7445, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 14
Kontener{masa=7445, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 15
Kontener{masa=7444, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 91 Pozycja: 16
Kontener{masa=7444, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 91 Pozycja: 17
Kontener{masa=7443, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 18
Kontener{masa=7442, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 19
Kontener{masa=446, producent='Swire', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 91 Pozycja: 20
Kontener{masa=55, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 91 Pozycja: 21
Kontener{masa=1874, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 91 Pozycja: 22
Kontener{masa=39, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 91 Pozycja: 23
Kontener{masa=77, producent='Maersk', towar='Telewizor'} Poziom: 1 Kolumna: 91 Pozycja: 24
Kontener{masa=881, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 91 Pozycja: 25
Kontener{masa=887, producent='Maersk', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 91 Pozycja: 26
Kontener{masa=2815, producent='Evergreen', towar='Ropa'} Poziom: 1 Kolumna: 91 Pozycja: 27
Kontener{masa=212, producent='Matson', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 91 Pozycja: 28
Kontener{masa=320, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 91 Pozycja: 29
Kontener{masa=901, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 0
Kontener{masa=689, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 92 Pozycja: 1
Kontener{masa=200, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 92 Pozycja: 2
Kontener{masa=538, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 92 Pozycja: 3
Kontener{masa=690, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 92 Pozycja: 4
Kontener{masa=377, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 92 Pozycja: 5
Kontener{masa=219, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 92 Pozycja: 6
Kontener{masa=199, producent='COSCO', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 92 Pozycja: 7
Kontener{masa=848, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 92 Pozycja: 8
Kontener{masa=964, producent='COSCO', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 92 Pozycja: 9
Kontener{masa=7442, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 10
Kontener{masa=7441, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 11
Kontener{masa=7439, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 12
Kontener{masa=7439, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 92 Pozycja: 13
Kontener{masa=7438, producent='Maersk', towar='Kwas'} Poziom: 1 Kolumna: 92 Pozycja: 14
Kontener{masa=7438, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 15
Kontener{masa=7438, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 16
Kontener{masa=7437, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 17
Kontener{masa=7436, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 92 Pozycja: 18
Kontener{masa=7433, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 92 Pozycja: 19
Kontener{masa=723, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 92 Pozycja: 20
Kontener{masa=571, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 92 Pozycja: 21
Kontener{masa=874, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 92 Pozycja: 22
Kontener{masa=28, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 92 Pozycja: 23
Kontener{masa=606, producent='Swire', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 92 Pozycja: 24
Kontener{masa=513, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 92 Pozycja: 25
Kontener{masa=492, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 92 Pozycja: 26
Kontener{masa=399, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 92 Pozycja: 27
Kontener{masa=2175, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 92 Pozycja: 28
Kontener{masa=751, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 92 Pozycja: 29
Kontener{masa=30, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 93 Pozycja: 0
Kontener{masa=789, producent='Swire', towar='Telewizor'} Poziom: 1 Kolumna: 93 Pozycja: 1
Kontener{masa=1446, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 93 Pozycja: 2
Kontener{masa=127, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 93 Pozycja: 3
Kontener{masa=2655, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 4
Kontener{masa=942, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 93 Pozycja: 5
Kontener{masa=1, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 93 Pozycja: 6
Kontener{masa=2735, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 7
Kontener{masa=1304, producent='COSCO', towar='Ropa'} Poziom: 1 Kolumna: 93 Pozycja: 8
Kontener{masa=212, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 93 Pozycja: 9
Kontener{masa=7433, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 10
Kontener{masa=7432, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 11
Kontener{masa=7432, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 12
Kontener{masa=7431, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 93 Pozycja: 13
Kontener{masa=7431, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 14
Kontener{masa=7429, producent='Swire', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 93 Pozycja: 15
Kontener{masa=7428, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 93 Pozycja: 16
Kontener{masa=7424, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 93 Pozycja: 17
Kontener{masa=7422, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 18
Kontener{masa=7421, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 19
Kontener{masa=198, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 93 Pozycja: 20
Kontener{masa=349, producent='Matson', towar='Komputer'} Poziom: 1 Kolumna: 93 Pozycja: 21
Kontener{masa=917, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 93 Pozycja: 22
Kontener{masa=784, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 93 Pozycja: 23
Kontener{masa=924, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 93 Pozycja: 24
Kontener{masa=43, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 93 Pozycja: 25
Kontener{masa=822, producent='Swire', towar='Procesor'} Poziom: 1 Kolumna: 93 Pozycja: 26
Kontener{masa=136, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 93 Pozycja: 27
Kontener{masa=757, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 93 Pozycja: 28
Kontener{masa=577, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 93 Pozycja: 29
Kontener{masa=665, producent='Swire', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 94 Pozycja: 0
Kontener{masa=536, producent='Swire', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 94 Pozycja: 1
Kontener{masa=152, producent='Maersk', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 94 Pozycja: 2
Kontener{masa=176, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 94 Pozycja: 3
Kontener{masa=2035, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 94 Pozycja: 4
Kontener{masa=778, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 94 Pozycja: 5
Kontener{masa=2104, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 94 Pozycja: 6
Kontener{masa=478, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 94 Pozycja: 7
Kontener{masa=104, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 94 Pozycja: 8
Kontener{masa=379, producent='COSCO', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 94 Pozycja: 9
Kontener{masa=7421, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 94 Pozycja: 10
Kontener{masa=7420, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 94 Pozycja: 11
Kontener{masa=7416, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 94 Pozycja: 12
Kontener{masa=7412, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 94 Pozycja: 13
Kontener{masa=7411, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 94 Pozycja: 14
Kontener{masa=7411, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 94 Pozycja: 15
Kontener{masa=7411, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 94 Pozycja: 16
Kontener{masa=7408, producent='Matson', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 94 Pozycja: 17
Kontener{masa=7408, producent='Swire', towar='Kwas'} Poziom: 1 Kolumna: 94 Pozycja: 18
Kontener{masa=7405, producent='Maersk', towar='Ropa'} Poziom: 1 Kolumna: 94 Pozycja: 19
Kontener{masa=999, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 94 Pozycja: 20
Kontener{masa=736, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 94 Pozycja: 21
Kontener{masa=258, producent='COSCO', towar='Farba'} Poziom: 1 Kolumna: 94 Pozycja: 22
Kontener{masa=2437, producent='Maersk', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 94 Pozycja: 23
Kontener{masa=588, producent='Maersk', towar='Telefon'} Poziom: 1 Kolumna: 94 Pozycja: 24
Kontener{masa=406, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 94 Pozycja: 25
Kontener{masa=961, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 94 Pozycja: 26
Kontener{masa=610, producent='Matson', towar='Telewizor'} Poziom: 1 Kolumna: 94 Pozycja: 27
Kontener{masa=192, producent='Matson', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 94 Pozycja: 28
Kontener{masa=433, producent='Maersk', towar='Komputer'} Poziom: 1 Kolumna: 94 Pozycja: 29
Kontener{masa=615, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 95 Pozycja: 0
Kontener{masa=514, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 95 Pozycja: 1
Kontener{masa=704, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 95 Pozycja: 2
Kontener{masa=1428, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 3
Kontener{masa=3002, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 4
Kontener{masa=1425, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 5
Kontener{masa=145, producent='COSCO', towar='Telefon'} Poziom: 1 Kolumna: 95 Pozycja: 6
Kontener{masa=591, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 95 Pozycja: 7
Kontener{masa=265, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 95 Pozycja: 8
Kontener{masa=150, producent='COSCO', towar='Procesor'} Poziom: 1 Kolumna: 95 Pozycja: 9
Kontener{masa=7403, producent='COSCO', towar='Farba'} Poziom: 1 Kolumna: 95 Pozycja: 10
Kontener{masa=7400, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 95 Pozycja: 11
Kontener{masa=7400, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 12
Kontener{masa=7391, producent='Evergreen', towar='Kwas'} Poziom: 1 Kolumna: 95 Pozycja: 13
Kontener{masa=7389, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 14
Kontener{masa=7389, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 15
Kontener{masa=7388, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 16
Kontener{masa=7386, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 95 Pozycja: 17
Kontener{masa=7383, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 95 Pozycja: 18
Kontener{masa=7382, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 95 Pozycja: 19
Kontener{masa=959, producent='Swire', towar='Procesor'} Poziom: 1 Kolumna: 95 Pozycja: 20
Kontener{masa=936, producent='COSCO', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 95 Pozycja: 21
Kontener{masa=829, producent='Matson', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 95 Pozycja: 22
Kontener{masa=1558, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 23
Kontener{masa=2274, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 95 Pozycja: 24
Kontener{masa=1434, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 95 Pozycja: 25
Kontener{masa=189, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 95 Pozycja: 26
Kontener{masa=2369, producent='Matson', towar='Farba'} Poziom: 1 Kolumna: 95 Pozycja: 27
Kontener{masa=1369, producent='COSCO', towar='Kwas'} Poziom: 1 Kolumna: 95 Pozycja: 28
Kontener{masa=289, producent='Matson', towar='Telewizor'} Poziom: 1 Kolumna: 95 Pozycja: 29
Kontener{masa=28, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 96 Pozycja: 0
Kontener{masa=3027, producent='CMA CMG', towar='Farba'} Poziom: 1 Kolumna: 96 Pozycja: 1
Kontener{masa=982, producent='COSCO', towar='Komputer'} Poziom: 1 Kolumna: 96 Pozycja: 2
Kontener{masa=97, producent='Swire', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 96 Pozycja: 3
Kontener{masa=941, producent='Matson', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 96 Pozycja: 4
Kontener{masa=2366, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 96 Pozycja: 5
Kontener{masa=415, producent='Swire', towar='Procesor'} Poziom: 1 Kolumna: 96 Pozycja: 6
Kontener{masa=109, producent='COSCO', towar='Farba'} Poziom: 1 Kolumna: 96 Pozycja: 7
Kontener{masa=1049, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 96 Pozycja: 8
Kontener{masa=868, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 96 Pozycja: 9
Kontener{masa=7381, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 96 Pozycja: 10
Kontener{masa=7380, producent='Swire', towar='Farba'} Poziom: 1 Kolumna: 96 Pozycja: 11
Kontener{masa=7380, producent='Matson', towar='Ropa'} Poziom: 1 Kolumna: 96 Pozycja: 12
Kontener{masa=7378, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 96 Pozycja: 13
Kontener{masa=7376, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 96 Pozycja: 14
Kontener{masa=7376, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 96 Pozycja: 15
Kontener{masa=7373, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 96 Pozycja: 16
Kontener{masa=7372, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 96 Pozycja: 17
Kontener{masa=7371, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 96 Pozycja: 18
Kontener{masa=7370, producent='CMA CMG', towar='Ropa'} Poziom: 1 Kolumna: 96 Pozycja: 19
Kontener{masa=966, producent='Matson', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 96 Pozycja: 20
Kontener{masa=386, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 96 Pozycja: 21
Kontener{masa=1939, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 96 Pozycja: 22
Kontener{masa=190, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 96 Pozycja: 23
Kontener{masa=2140, producent='CMA CMG', towar='Kwas'} Poziom: 1 Kolumna: 96 Pozycja: 24
Kontener{masa=1289, producent='Evergreen', towar='Ropa'} Poziom: 1 Kolumna: 96 Pozycja: 25
Kontener{masa=1242, producent='Maersk', towar='Farba'} Poziom: 1 Kolumna: 96 Pozycja: 26
Kontener{masa=66, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 96 Pozycja: 27
Kontener{masa=2684, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 96 Pozycja: 28
Kontener{masa=171, producent='CMA CMG', towar='Telewizor'} Poziom: 1 Kolumna: 96 Pozycja: 29
Kontener{masa=211, producent='Evergreen', towar='Komputer'} Poziom: 1 Kolumna: 97 Pozycja: 0
Kontener{masa=115, producent='Evergreen', towar='Telefon'} Poziom: 1 Kolumna: 97 Pozycja: 1
Kontener{masa=678, producent='Swire', towar='Komputer'} Poziom: 1 Kolumna: 97 Pozycja: 2
Kontener{masa=2965, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 3
Kontener{masa=120, producent='Maersk', towar='Sok jabłkowy'} Poziom: 1 Kolumna: 97 Pozycja: 4
Kontener{masa=3229, producent='Matson', towar='Kwas'} Poziom: 1 Kolumna: 97 Pozycja: 5
Kontener{masa=109, producent='Matson', towar='Sok pomarańczowy'} Poziom: 1 Kolumna: 97 Pozycja: 6
Kontener{masa=4, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 97 Pozycja: 7
Kontener{masa=2988, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 97 Pozycja: 8
Kontener{masa=846, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 97 Pozycja: 9
Kontener{masa=7370, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 10
Kontener{masa=7369, producent='CMA CMG', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 11
Kontener{masa=7369, producent='CMA CMG', towar='Kwas'} Poziom: 1 Kolumna: 97 Pozycja: 12
Kontener{masa=7368, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 13
Kontener{masa=7368, producent='Maersk', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 14
Kontener{masa=7367, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 15
Kontener{masa=7365, producent='Swire', towar='Ropa'} Poziom: 1 Kolumna: 97 Pozycja: 16
Kontener{masa=7359, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 17
Kontener{masa=7357, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 97 Pozycja: 18
Kontener{masa=7356, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 19
Kontener{masa=390, producent='Swire', towar='Telefon'} Poziom: 1 Kolumna: 97 Pozycja: 20
Kontener{masa=2614, producent='Evergreen', towar='Farba'} Poziom: 1 Kolumna: 97 Pozycja: 21
Kontener{masa=936, producent='COSCO', towar='Sok wiśniowy'} Poziom: 1 Kolumna: 97 Pozycja: 22
Kontener{masa=1161, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 97 Pozycja: 23
Kontener{masa=361, producent='Maersk', towar='Telewizor'} Poziom: 1 Kolumna: 97 Pozycja: 24
Kontener{masa=979, producent='COSCO', towar='Telewizor'} Poziom: 1 Kolumna: 97 Pozycja: 25
Kontener{masa=764, producent='Swire', towar='Procesor'} Poziom: 1 Kolumna: 97 Pozycja: 26
Kontener{masa=610, producent='Maersk', towar='Telefon'} Poziom: 1 Kolumna: 97 Pozycja: 27
Kontener{masa=97, producent='Matson', towar='Procesor'} Poziom: 1 Kolumna: 97 Pozycja: 28
Kontener{masa=680, producent='CMA CMG', towar='Telefon'} Poziom: 1 Kolumna: 97 Pozycja: 29
Kontener{masa=2338, producent='Swire', towar='Kwas'} Poziom: 1 Kolumna: 98 Pozycja: 0
Kontener{masa=2294, producent='Matson', towar='Banany'} Poziom: 1 Kolumna: 98 Pozycja: 1
Kontener{masa=923, producent='CMA CMG', towar='Farba'} Poziom: 1 Kolumna: 98 Pozycja: 2
Kontener{masa=1412, producent='Swire', towar='Banany'} Poziom: 1 Kolumna: 98 Pozycja: 3
Kontener{masa=841, producent='Evergreen', towar='Telewizor'} Poziom: 1 Kolumna: 98 Pozycja: 4
Kontener{masa=700, producent='Swire', towar='Sok porzeczkowy'} Poziom: 1 Kolumna: 98 Pozycja: 5
Kontener{masa=619, producent='Maersk', towar='Komputer'} Poziom: 1 Kolumna: 98 Pozycja: 6
Kontener{masa=920, producent='CMA CMG', towar='Procesor'} Poziom: 1 Kolumna: 98 Pozycja: 7
Kontener{masa=43, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 1 Kolumna: 98 Pozycja: 8
Kontener{masa=261, producent='COSCO', towar='Telewizor'} Poziom: 1 Kolumna: 98 Pozycja: 9
Kontener{masa=7356, producent='Evergreen', towar='Banany'} Poziom: 1 Kolumna: 98 Pozycja: 10
Kontener{masa=7356, producent='Matson', towar='Farba'} Poziom: 1 Kolumna: 98 Pozycja: 11
Kontener{masa=7355, producent='COSCO', towar='Banany'} Poziom: 1 Kolumna: 98 Pozycja: 12
Kontener{masa=7354, producent='CMA CMG', towar='Kwas'} Poziom: 1 Kolumna: 98 Pozycja: 13
